x, y
0, 0.3683492496589359
-0.273972602739726, 0.10914051841746249
0.410958904109589, 0.654843110504775
0.821917808219178, 0.9549795361527967
1.36986301369863, 1.21418826739427
2.054794520547945, 1.5006821282401093
3.5616438356164384, 1.9236016371077764
5.205479452054794, 2.4010914051841747
6.8493150684931505, 2.8512960436562076
9.041095890410958, 3.369713506139154
10.821917808219178, 3.8608458390177356
12.191780821917808, 4.42019099590723
13.150684931506849, 4.911323328785812
13.561643835616438, 5.402455661664393
13.561643835616438, 5.907230559345157
12.465753424657533, 6.398362892223738
11.36986301369863, 6.944065484311051
9.863013698630137, 7.421555252387449
7.671232876712328, 7.899045020463848
6.986301369863013, 8.130968622100955
6.027397260273972, 8.403819918144611
4.794520547945205, 8.63574351978172
3.5616438356164384, 8.922237380627559
2.328767123287671, 9.181446111869032
