x, y
-2.7777777777777777, 0.2401129943502825
-4.444444444444445, 0.5649717514124294
-5, 1.0451977401129944
-2.7777777777777777, 1.5254237288135593
4.444444444444445, 2.0338983050847457
13.88888888888889, 2.5141242937853105
23.333333333333336, 2.9519774011299433
32.22222222222222, 3.4745762711864407
43.333333333333336, 4.011299435028248
54.44444444444445, 4.505649717514125
61.66666666666667, 5
67.22222222222223, 5.494350282485875
66.11111111111111, 6.002824858757062
63.88888888888889, 6.497175141242938
58.88888888888889, 7.019774011299435
50, 7.5141242937853105
36.66666666666667, 8.064971751412429
26.666666666666668, 8.531073446327683
22.77777777777778, 8.757062146892656
14.444444444444445, 8.983050847457626
9.444444444444445, 9.42090395480226
6.111111111111112, 9.717514124293785
3.3333333333333335, 9.985875706214689
