x, y
-4.8979591836734695, 0.4483695652173913
-7.07482993197279, 1.046195652173913
-3.8095238095238098, 1.263586956521739
-5.4421768707483, 1.5353260869565217
-5.98639455782313, 2.010869565217391
-3.8095238095238098, 2.5543478260869565
0.54421768707483, 3.016304347826087
7.6190476190476195, 3.4239130434782608
18.50340136054422, 4.021739130434782
30.476190476190478, 4.52445652173913
43.5374149659864, 4.918478260869565
56.054421768707485, 5.434782608695652
68.57142857142858, 5.951086956521739
75.64625850340137, 6.426630434782608
77.82312925170069, 6.956521739130435
72.3809523809524, 7.432065217391304
63.12925170068028, 7.934782608695652
52.78911564625851, 8.396739130434783
44.08163265306123, 8.654891304347826
34.28571428571429, 8.91304347826087
16.3265306122449, 9.388586956521738
6.530612244897959, 9.67391304347826
-146.39455782312928, 0.06793478260869565
-1.6326530612244898, 0.16304347826086957
