x, y
1.7307692307692308, 0.20348837209302326
0, 0.6395348837209303
-1.7307692307692308, 0.9011627906976744
-5.1923076923076925, 1.2790697674418605
-3.4615384615384617, 1.5988372093023255
-1.7307692307692308, 1.947674418604651
0, 2.4127906976744184
3.4615384615384617, 2.9651162790697674
12.115384615384617, 3.4011627906976742
19.03846153846154, 3.895348837209302
34.61538461538461, 4.476744186046512
57.11538461538462, 4.825581395348837
84.8076923076923, 5.406976744186046
109.03846153846155, 5.901162790697675
126.34615384615385, 6.395348837209302
135, 6.8895348837209305
135, 7.354651162790698
124.61538461538461, 7.877906976744186
105.57692307692308, 8.372093023255815
90, 8.633720930232558
79.61538461538461, 8.866279069767442
58.84615384615385, 9.127906976744185
41.53846153846154, 9.38953488372093
22.5, 9.680232558139535
