x, y
19.03846153846154, 9.680232558139535
45, 9.244186046511627
65.76923076923077, 8.866279069767442
74.42307692307692, 8.720930232558139
107.3076923076923, 8.023255813953488
124.61538461538461, 7.441860465116279
129.80769230769232, 6.482558139534883
133.26923076923077, 6.9186046511627906
117.6923076923077, 5.930232558139535
79.61538461538461, 4.970930232558139
100.38461538461539, 5.465116279069767
55.38461538461539, 4.3604651162790695
38.07692307692308, 4.040697674418604
10.384615384615385, 2.994186046511628
-1.7307692307692308, 2.005813953488372
3.4615384615384617, 2.4709302325581395
-3.4615384615384617, 1.4534883720930232
-3.4615384615384617, 1.191860465116279
-1.7307692307692308, 0.872093023255814
-1.7307692307692308, 0.6395348837209303
0, 0.29069767441860467
