x, y
-460, -2.557471264367816
-7.2727272727272725, 0.28735632183908044
-7.2727272727272725, 0.5747126436781609
-7.2727272727272725, 0.8333333333333334
1.8181818181818181, 1.3793103448275863
1.8181818181818181, 1.6091954022988506
16.363636363636363, 2.0402298850574714
29.09090909090909, 2.5
45.45454545454545, 2.9885057471264367
67.27272727272727, 3.5057471264367814
87.27272727272727, 3.9367816091954024
94.54545454545455, 4.482758620689655
114.54545454545455, 5.057471264367816
116.36363636363636, 5.431034482758621
114.54545454545455, 6.005747126436781
107.27272727272727, 6.350574712643678
105.45454545454545, 6.925287356321839
67.27272727272727, 7.35632183908046
49.090909090909086, 7.816091954022989
34.54545454545455, 8.362068965517242
20, 8.591954022988505
16.363636363636363, 8.879310344827585
5.454545454545454, 9.166666666666666
5.454545454545454, 9.367816091954023
