x, y
8.49056603773585, 0.9302325581395349
18.67924528301887, 1.4825581395348837
33.9622641509434, 2.0930232558139537
52.64150943396227, 2.703488372093023
69.62264150943396, 3.2848837209302326
83.20754716981132, 3.75
93.39622641509435, 4.3023255813953485
100.18867924528303, 4.738372093023256
105.28301886792454, 5.174418604651163
106.9811320754717, 5.6104651162790695
105.28301886792454, 6.046511627906977
96.79245283018868, 6.395348837209302
84.90566037735849, 6.773255813953488
71.32075471698113, 7.122093023255814
57.735849056603776, 7.441860465116279
44.15094339622642, 7.732558139534883
28.867924528301888, 7.9941860465116275
15.283018867924529, 8.313953488372093
5.09433962264151, 8.604651162790697
-3.3962264150943398, 8.895348837209303
-8.49056603773585, 9.186046511627907
-6.7924528301886795, 9.44767441860465
0, 9.651162790697674
40.75471698113208, 2.4709302325581395
23.77358490566038, 1.8023255813953487
10.18867924528302, 1.2209302325581395
5.09433962264151, 0.7558139534883721
-1.6981132075471699, 0.5232558139534884
-3.3962264150943398, 0.20348837209302326
